LINEA;GRUPO;DETALLE;CODIGO;SOCOFAR;STOCK;COSTO;PNETO;PRECIO;VALORIZADO
SAVAL;;VALAX 160MG X 30COMP;6587;0;2;5956;12185;14.500;11.912
SAVAL;0001 ANTIBIOTICOS ORALES;AMOVAL 1 gr.X 14;6261;6261;1;8960;12941;15.400;8.960
SAVAL;0001 ANTIBIOTICOS ORALES;AMOVAL COM.500MG. 21;6093;6093;1;10274;14706;17.500;10.274
SAVAL;0001 ANTIBIOTICOS ORALES;AMOVAL DUO 1000 SUSP. 90ML;6417;253300;1;11207;15118;17.990;11.207
SAVAL;0001 ANTIBIOTICOS ORALES;AMOVAL JBE.250MG.C/SOLV.;6132;0;2;8185;12521;14.900;16.370
SAVAL;0001 ANTIBIOTICOS ORALES;AMOVAL JBE.500MG.100ML.;6131;6131;2;12243;18571;22.100;24.486
SAVAL;0001 ANTIBIOTICOS ORALES;CEFIRAX 200MG.X 10COMP.;6388;6389;1;17275;25630;30.500;17.275
SAVAL;0001 ANTIBIOTICOS ORALES;CLAVINEX DUO 400/57*5ML 35ML;6260;6260;1;10032;13025;15.500;10.032
SAVAL;0001 ANTIBIOTICOS ORALES;CLAVINEX DUO FTE.SUS.35ML;6351;6351;2;10395;14277;16.990;20.790
SAVAL;0001 ANTIBIOTICOS ORALES;CLAVINEX DUO SUS.70ML.;6267;6267;1;15469;21176;25.200;15.469
SAVAL;0001 ANTIBIOTICOS ORALES;TREX FTE. 400/5ML X 30 ML.;6505;266311;1;14668;20336;24.200;14.668
SAVAL;0001 ANTIBIOTICOS ORALES;TREX SUS.200MG.15ML.;6225;6225;2;7302;10840;12.900;14.604
SAVAL;0001 ANTIBIOTICOS ORALES;TREX SUSP.*30ml.;6244;6244;2;12202;18403;21.900;24.404
SAVAL;0006 ANTIOBESIDAD;OBEXOL 37,5   X 30 CAPS;6562;274060;2;10295;21008;25.000;20.590
SAVAL;0008 ANTIVIRALES;EUROVIR FTE.SUSP.400MG.X100ML.;6394;6384;1;28585;35286;41.990;28.585
SAVAL;0008 ANTIVIRALES;EUROVIR SUSP.100ml.;6236;6236;1;23284;31429;37.400;23.284
SAVAL;0012 OTROS CARDIOVASCULAR;MENTANIA X 30comp.;6040;6374;2;10063;13866;16.500;20.126
SAVAL;0015 VITAMINAS COMPLEJO B;TOL-12 FTE.AMP.10.000 3;6084;6084;6;4743;6714;7.990;28.458
SAVAL;0015 VITAMINAS COMPLEJO B;TOL-12 FTE.CAP.20;6081;6081;2;9132;12185;14.500;18.264
SAVAL;0015 VITAMINAS COMPLEJO B;TOL-12 JBE.250ML.;6085;6085;1;6685;10000;11.900;6.685
SAVAL;0017 HIPNOTICOS;SOMNO 5MG.X 30COMP.;6395;6392;2;12149;15790;18.790;24.298
SAVAL;0019 ANTIACIDOS;ANTIAX X 6 COMP;6578;263178;11;1125;2437;2.900;12.375
SAVAL;0021 ANTIDIARREICOS;DIAREN COM. 20;6018;6018;6;4000;6429;7.650;24.000
SAVAL;0021 ANTIDIARREICOS;DIAREN SUS.100ML.;6025;6025;2;6887;13025;15.500;13.774
SAVAL;0023 OTROS DIGESTIVOS;AERO ITAN CAP.20;6005;6005;2;7218;11681;13.900;14.436
SAVAL;0023 OTROS DIGESTIVOS;DOLOVERINA 200MG.X 20COM.;6359;6359;1;14131;19328;23.000;14.131
SAVAL;0023 OTROS DIGESTIVOS;IDON CAP X 30COMP.;6434;255781;5;6609;9664;11.500;33.045
SAVAL;0023 OTROS DIGESTIVOS;IDON PED.GTS.10MG. 15ML.;6171;6171;1;7409;10000;11.900;7.409
SAVAL;0023 OTROS DIGESTIVOS;IDON PED.SUS. 5MG.100ML.;6175;6175;1;7304;13025;15.500;7.304
SAVAL;0029 ANTIALERGICOS;ALEXIA 120mg.* 30comp.;6289;6289;2;15742;20588;24.500;31.484
SAVAL;0029 ANTIALERGICOS;RINOVAL SUS.NAS.50mcg.120;6088;6321;4;9158;14958;17.800;36.632
SAVAL;0029 ANTIALERGICOS;ZIVAL 5MG X 40COMP.;6467;262144;1;8150;11092;13.200;8.150
SAVAL;0029 ANTIALERGICOS;ZIVAL GTS 5MG/ML 20ML;6468;262143;2;9995;16891;20.100;19.990
SAVAL;0029 ANTIALERGICOS;ZIVAL JBE 2.5 MG X 120ML;6469;262142;1;7732;12521;14.900;7.732
SAVAL;0031 ANTIGRIPALES;IPSON-D 120ML.SUSP.;6404;250433;5;5517;8571;10.200;27.585
SAVAL;0031 ANTIGRIPALES;TRIO-VAL COM. 10;6056;6056;12;2453;3697;4.400;29.436
SAVAL;0031 ANTIGRIPALES;TRIO-VAL DIA NOCHE 20COM.;6256;6256;18;3324;5756;6.850;59.832
SAVAL;0031 ANTIGRIPALES;TRIO-VAL GTS. 15ML.;6105;6105;3;4574;9748;11.600;13.722
SAVAL;0031 ANTIGRIPALES;TRIO-VAL SUS.100ML.;6058;6058;3;4257;11555;13.750;12.771
SAVAL;0032 ANTITUSIVOS;BRONCATOX  60 MG JBE. 120ML;6458;259484;2;3812;7983;9.500;7.624
SAVAL;0032 ANTITUSIVOS;MUXELIX X 120ML;6430;255215;8;3022;4706;5.600;24.176
SAVAL;0032 ANTITUSIVOS;MUXOL AD.JBE.30MG.100ML.;6179;6179;5;2792;4958;5.900;13.960
SAVAL;0032 ANTITUSIVOS;MUXOL PED.JBE.15MG.100ML.;6178;6178;3;3061;5479;6.520;9.183
SAVAL;0037 ANTIANEMICOS;HEMOVAL 100MG X 40COMP.;6466;260580;1;9543;12378;14.730;9.543
SAVAL;0037 ANTIANEMICOS;HEMOVAL GOTAS 50MG/30ML;6465;260582;2;9643;12605;15.000;19.286
SAVAL;0040 ANALG GENERAL;DOLODROPS X GTS. 25ML.;6510;267684;2;8404;10756;12.800;16.808
SAVAL;0040 ANALG GENERAL;EUROGESIC AD.275mg.10com.;6277;6277;3;1817;2689;3.200;5.451
SAVAL;0040 ANALG GENERAL;EUROGESIC FTE.550mg.10cmp;6278;6278;4;2414;3319;3.950;9.656
SAVAL;0040 ANALG GENERAL;EUROGESIC SUSP.INF.60ML);6286;6286;2;5083;7563;9.000;10.166
SAVAL;0041 DESCONG ORAL;DUO-VAL GOTAS X 15ML.;6246;6246;2;6900;9235;10.990;13.800
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;CIPRODEX SUSP OFT.5ML.;6245;6245;1;13679;19496;23.200;13.679
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;MOXOF 0.5% COLIRIO;6437;255153;1;12895;18992;22.600;12.895
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;OFTABIOTICO SOL.OFT.10ML.;6045;6045;1;4751;9496;11.300;4.751
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;OFTAGEN COMPT.SOL.OFT.5ML;6152;6152;3;7977;12597;14.990;23.931
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;OFTAGEN COMPT.UNG.OFT.3,5;6153;6153;2;7855;10588;12.600;15.710
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;OFTAGEN SOL.OFT. 5ML.;6150;6150;3;8435;12773;15.200;25.305
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;OFTAGEN UNG.OFT.3,5GR.;6151;6151;1;7685;10672;12.700;7.685
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;OFTASONA-N UNG.OFT. 3GR.;6068;6068;1;10940;14202;16.900;10.940
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;XOLOF SOL.OF.0.3% X 5ml.;6020;6361;3;11920;17815;21.200;35.760
SAVAL;0046 ANTIBIOTICOS OFTALMICOS;XOLOF-D COLIRIO;6073;6363;3;11547;20084;23.900;34.641
SAVAL;0047 ANTIBIOTICOS TOPICOS;DERMABIOTICO UNG.15GR.;6206;6206;3;4109;9160;10.900;12.327
SAVAL;0048 ANTIEMETICO;VERTIUM 25 MG X 40 COMP.;6494;264640;2;9998;16681;19.850;19.996
SAVAL;0048 ANTIEMETICO;VERTIUM 25MG. X 10 COMP.;6493;0;3;3897;6891;8.200;11.691
SAVAL;0055 ANTIJAQUECOSOS;KEVAL  40MG  X 2 COMP.;6558;272389;1;7900;11345;13.500;7.900
SAVAL;0055 ANTIJAQUECOSOS;KEVAL 40MG  X 6 COMP.;6567;0;1;13962;19244;22.900;13.962
SAVAL;0059 ANTISEPTICO BUCOFARINGEO;AB ANTISEPTICO  X  12COMP:;6386;6050;20;2036;3277;3.900;40.720
SAVAL;0059 ANTISEPTICO BUCOFARINGEO;AB ANTITUSIVO X 12 COMP.;6196;6196;8;2242;3193;3.800;17.936
SAVAL;0070 DISFUNCION ERECTIL;LIFTER 50MG.X 1COMP.;6378;6378;4;1008;2395;2.850;4.032
SAVAL;0079 OTOLOGICOS;CIPRODEX OTICO 7.5ML.;6406;6396;1;15115;22269;26.500;15.115
SAVAL;0079 OTOLOGICOS;OTICUM SOL.OTO.5ML.;6142;6142;5;5800;9235;10.990;29.000
SAVAL;0090 VITAMINA A+D;VITAYDE-C GOTAS X 30ml.;6028;6355;1;8760;11429;13.600;8.760
SAVAL;0094 SUPLEMENTOS MINERALES;ALTAZINC 10MG X 40COMP.;6447;258381;2;9368;14370;17.100;18.736
SAVAL;0094 SUPLEMENTOS MINERALES;ALTAZINC 15MG X 40 COMP.;6448;258382;1;9660;14202;16.900;9.660
SAVAL;0094 SUPLEMENTOS MINERALES;ALTAZINC GOTAS 5MG/ML X 30ML;6451;258380;3;8590;14706;17.500;25.770
SAVAL;0104 ANTIALERGICOS OFTALMICOS;NOVO-TEARS SOL OFT 10 ML;6268;6268;2;2839;5798;6.900;5.678
SAVAL;0104 ANTIALERGICOS OFTALMICOS;OFTALIRIO SOL.OFT.10ML.;6013;6013;3;6150;8992;10.700;18.450
SAVAL;0239 HUMECTANTE Y LUBRICAR CORNEA;NICOTEARS GEL OFT. 5GR.;6216;6216;1;9948;12597;14.990;9.948
SAVAL;0239 HUMECTANTE Y LUBRICAR CORNEA;NICOTEARS SOL.OFT.20ML.;6099;6099;3;8297;11134;13.250;24.891
SAVAL;0239 HUMECTANTE Y LUBRICAR CORNEA;OFTAFIL SP X 10ML;6579;276535;2;11320;16345;19.450;22.640
SAVAL;0239 HUMECTANTE Y LUBRICAR CORNEA;OFTAFILM 0.4% 10 ML;6470;261742;4;10890;14202;16.900;43.560
SECOM LTDA.;;APOSITO BLU T /  L  X 20 UN;3003;0;7;2091;3277;3.900;14.637
SILESIA;;ALONDRA  X 30 COM.;67504;0;2;17179;22941;27.300;34.358
SILESIA;;ANULETTE 20 CD X 28 COMP;67505;0;5;7986;10840;12.900;39.930
SILESIA;;ANULETTE CD X 28 COMP;67503;0;6;2720;6303;7.500;16.320
SILESIA;;FLAPEX GTS 4% X 15ML;67510;0;6;4827;6891;8.200;28.962
SILESIA;;NOVAFEM SUSP. INYECT X 1;67502;0;2;5945;10504;12.500;11.890
SILESIA;;POEM FEM X 28 COMP.;67501;0;1;12740;17252;20.530;12.740
SILESIA;0002 ANTICONCEPTIVOS;NOVAFEM JER.PRE-LLENADA X 1;67499;67299;2;8715;11555;13.750;17.430
SILESIA;0002 ANTICONCEPTIVOS;TINELLE 28COM;67451;260985;2;11940;15546;18.500;23.880
SKF;;COREGA MENTA X 70 GR.;26363;0;2;11097;14706;17.500;22.194
SKF;;ETIQUET CR.HOMBRE 60GR;26263;257045;5;1845;3866;4.600;9.225
SKF;;ETIQUET ROLL-ON BLUE 60GRS;26350;268784;5;1215;2101;2.500;6.075
SKF;0019 ANTIACIDOS;ENO C/S 60SOB.;26075;26167;75;73;210;250;5.475
SKF;0019 ANTIACIDOS;ENO POLVO 100GR.;26077;26166;1;1808;3361;4.000;1.808
SKF;0019 ANTIACIDOS;ENO POLVO LIMON 100GR.;26074;26165;2;1818;3361;4.000;3.636
SKF;0019 ANTIACIDOS;ENO S/S X 60;26076;26168;93;75;210;250;6.975
SKF;0155 PRIMEROS AUXILIOS;RESPIRA MEJOR TIRAS NAS P/NORM;26333;257743;2;3953;6387;7.600;7.906
SKF;0155 PRIMEROS AUXILIOS;RESPIRA MEJOR TIRAS NAS P/SECA;26334;257744;3;3964;6387;7.600;11.892
SKF;0162 DESODORANTES CORPORALES;ETIQUET DEO ROLL-ON FLORAL;26251;268787;5;1705;2353;2.800;8.525
SKF;0162 DESODORANTES CORPORALES;ETIQUET DES.CR. 30GR.;26006;26006;5;1727;2689;3.200;8.635
SKF;0162 DESODORANTES CORPORALES;ETIQUET DES.CR. 60GR.;26005;26005;4;2166;2941;3.500;8.664
SKF;0162 DESODORANTES CORPORALES;ETIQUET DES.CR.100GR.;26035;26035;2;2630;5294;6.300;5.260
SKF;0162 DESODORANTES CORPORALES;ETIQUET MEN CREMA ACTION 60GR.;26287;260668;4;1827;3866;4.600;7.308
SKF;0162 DESODORANTES CORPORALES;ETIQUET ROLL-ON HOMBRE 70GR.;26211;26021;3;1133;2101;2.500;3.399
SKF;0165 PASTA DENTALES;SENSODYNE R&P BLANQ. 100GRS.;26316;268576;2;3594;5042;6.000;7.188
SKF;0165 PASTA DENTALES;SENSODYNE REPARA Y PROTEGE;26312;265925;3;3787;5336;6.350;11.361
SKF;0168 ADHESIVOS DENTADURA;COREGA CR.ADH. S/S 20GRS;26355;260823;4;4462;6723;8.000;17.848
SKF;0168 ADHESIVOS DENTADURA;COREGA ULTRA CR. MENTA 20 GR;26353;275337;5;4890;6723;8.000;24.450
SKF;0168 ADHESIVOS DENTADURA;COREGA ULTRA CR. S/SABOR 40GRS.;26319;252253;2;6452;10084;12.000;12.904
SKF;0168 ADHESIVOS DENTADURA;COREGA ULTRA CR. S/SABOR X 70 GRS.;26344;274725;4;10106;14277;16.990;40.424
SKF;0168 ADHESIVOS DENTADURA;COREGA ULTRA CREMA C/ SABOR 40GR.;26050;26188;1;6470;9664;11.500;6.470
SKF;0168 ADHESIVOS DENTADURA;COREGA ULTRA POLVO  50GR;26057;26187;2;8110;10882;12.950;16.220
SKF;0168 ADHESIVOS DENTADURA;COREGA ULTRA POLVO 22GR.;26051;26186;3;4940;7017;8.350;14.820
SMITH KLINE BEECHAM;0169 LIMPIADORES PLACA DENTAL;COREGA TBS X 30 EFERVE;786001;272630;2;4550;6303;7.500;9.100
SQUIBB-BRISTOL M.;;SALBUTAMOL LF.INH.BUC. X 200DOS;61194;0;28;950;2311;2.750;26.600
SQUIBB-BRISTOL M.;;SONDA 2 VIAS 18FR SILIC.;61102;0;3;3680;5034;5.990;11.040
SUPLALIM;;B-COMPLEX X 30 CAP.;862025;0;1;2650;5294;6.300;2.650
SUPLALIM;;B-COMPLEX X 60 CAPS;862018;0;3;3150;5034;5.990;9.450
SUPLALIM;;OMEGA 3-6-9 TRIOMEGA X 30 CAP.;862005;0;4;1662;3277;3.900;6.648
SUPLALIM;;PROPOLEO+VITC SP AD. 30ML;862026;0;3;1380;2017;2.400;4.140
SUPLALIM;;VITAMINA D3 800 U.I 60 COMP.;862030;0;3;2090;4160;4.950;6.270
SYNTHON (RIDER);;CELECOXIB 200 MG X 30 CAPS;40200;0;9;1470;5294;6.300;13.230
SYNTHON (RIDER);;TALDUS (TADALAFILO 20MG) X 1 COMP;40203;0;5;2165;10504;12.500;10.825
SYNTHON (RIDER);;TALDUS COM.REC.20MG.4;40204;0;3;7139;13613;16.200;21.417
SYNTHON (RIDER);;TREXXIA (ETORICOCIB) 60MG X 14COM;40206;0;1;3350;6639;7.900;3.350
SYNTHON (RIDER);;TREXXIA (ETORICOXIB) 120MG X 7COMP;40205;0;3;2500;7773;9.250;7.500
SYNTHON (RIDER);0016 ANTIPSICOTICOS;HALOPERIDOL 5  MG.20;40032;40037;3;2869;5798;6.900;8.607
SYNTHON (RIDER);0016 ANTIPSICOTICOS;HALOPERIDOL COM.1.0MG.30;40034;40034;5;1664;3782;4.500;8.320
SYNTHON (RIDER);0021 ANTIDIARREICOS;BIOLACTUS CAP.250MG.12;40079;40079;2;3190;9076;10.800;6.380
SYNTHON (RIDER);0025 LAXANTES;FLEET FOSFO SODA SOL.45ML;40089;33009;4;1637;5874;6.990;6.548
SYNTHON (RIDER);0037 ANTIANEMICOS;FOLIFER CAP.30;40082;40082;3;5300;10840;12.900;15.900
SYNTHON (RIDER);0040 ANALG GENERAL;SICADOL FTE.COM.500MG.10;40023;40023;6;1198;2101;2.500;7.188
SYNTHON (RIDER);0049 ANTIESPOSMOD URINARIOS;URICONT TU COM.10MG X 30 COMP.;40166;260831;3;15510;20588;24.500;46.530
SYNTHON (RIDER);0057 ANTIPRURIGINOSOS;FOILLE UNG.30GR.;40095;33012;4;1707;3992;4.750;6.828
SYNTHON (RIDER);0057 ANTIPRURIGINOSOS;IVAREST CR.35GR.;40096;33025;2;1766;4622;5.500;3.532
SYNTHON (RIDER);0061 BALSAMO LABIAL (protector);BLISTEX CR. LAB.1    (24);40042;33031;10;1143;2689;3.200;11.430
SYNTHON (RIDER);0070 DISFUNCION ERECTIL;SIAFIL 100MG X 6 COMP. ...;40147;40132;8;1151;5798;6.900;9.208
SYNTHON (RIDER);0070 DISFUNCION ERECTIL;SIAFIL 50MG X 6COMP.;40137;40130;-1;894;2521;3.000;-894
SYNTHON (RIDER);0084 PROSTATICOS;"SULIX  CAP.0.4;G.X 32";40129;258271;3;3145;9160;10.900;9.435
SYNTHON (RIDER);0096 OTROS URINARIOS;UROSTOP X 30 COMP;40182;270004;5;4752;10672;12.700;23.760
TECNOFARMA S.A.;;DEBLAX CAP.BLAN 2.5 MG.1;87241;0;2;10480;14202;16.900;20.960
TECNOFARMA S.A.;;DOLGENAL SL 30MG X 4 COMP;87230;287564;2;8350;10916;12.990;16.700
TECNOFARMA S.A.;;GOTELY BE.CAP.LP. 0.4 MG.30;87244;0;2;10597;15546;18.500;21.194
TECNOFARMA S.A.;;ILTUXAM 20/5 X 28COMP;87242;0;1;9200;13403;15.950;9.200
TECNOFARMA S.A.;;ILTUXAM 40/10 X 28CPM;87245;0;1;9215;13067;15.550;9.215
TECNOFARMA S.A.;;ILTUXAM COM.REC.40/5 MG.28;87243;0;1;9726;15882;18.900;9.726
TECNOFARMA S.A.;;XUMER 120 MG X 7 COMP;87236;0;3;8324;11471;13.650;24.972
TECNOFARMA S.A.;;XUMER 60 MG COMP.RECU X 14;87239;0;1;8855;11597;13.800;8.855
TECNOFARMA S.A.;;XUMER 90MG X 14 COMP;87237;0;2;9085;12773;15.200;18.170
TECNOFARMA S.A.;0003 ANTIHIPERTENSIVOS;ILTUX 20MG X 28 COMP;87222;261473;1;12006;15546;18.500;12.006
TECNOFARMA S.A.;0003 ANTIHIPERTENSIVOS;ILTUX HCT 20/12.5 X 28 COMP.;87213;264817;2;10672;15714;18.700;21.344
TECNOFARMA S.A.;0003 ANTIHIPERTENSIVOS;ILTUX HCT 40/12.5 X 28 COM.;87206;264818;1;11305;15042;17.900;11.305
TECNOFARMA S.A.;0025 LAXANTES;CONTUMAX 17GRS X 15 SOBRES;87228;271210;1;11516;16681;19.850;11.516
TECNOFARMA S.A.;0028 ANTIDEPRESIVOS;DOMINIUM COM.20MG.30;87003;87003;1;11320;17983;21.400;11.320
TECNOFARMA S.A.;0040 ANALG GENERAL;CRONUS COM. 20;87188;251788;3;10347;14454;17.200;31.041
TECNOFARMA S.A.;0040 ANALG GENERAL;LERTUS AMP.75MG. 5;87016;87016;2;8605;13277;15.800;17.210
TECNOFARMA S.A.;0040 ANALG GENERAL;LERTUS COM.50MG.10;87017;87017;1;5580;8277;9.850;5.580
TECNOFARMA S.A.;0040 ANALG GENERAL;LERTUS GOTAS INF.25ML.;87030;87061;4;4410;8235;9.800;17.640
TECNOFARMA S.A.;0040 ANALG GENERAL;LERTUS RET.COM.100MG.10;87022;87022;4;5390;9160;10.900;21.560
TECNOFARMA S.A.;0040 ANALG GENERAL;LERTUS-SR COM.75MG.10;87074;87074;1;5999;10336;12.300;5.999
TECNOFARMA S.A.;0040 ANALG GENERAL;PRO-LERTUS 140 MG. X 10;87127;87160;3;4822;7479;8.900;14.466
TECNOFARMA S.A.;0040 ANALG GENERAL;SUPRACALM 1000 MG X 20 COM;87182;87176;2;5220;7311;8.700;10.440
TECNOFARMA S.A.;0044 ANALG TOPICOS;LERTUS GEL 60GR;87009;87009;2;6411;8529;10.150;12.822
TECNOFARMA S.A.;0049 ANTIESPOSMOD URINARIOS;BLADURIL GRA.200MG.20;87012;87012;5;10968;16387;19.500;54.840
TECNOFARMA S.A.;0053 ANTIINFECCIOSOS GINECOLOGICOS;DIVANON VAG.100mg.X 3cap.;87122;87154;1;10269;15546;18.500;10.269
TECNOFARMA S.A.;0084 PROSTATICOS;GOTELY DUO CAP 30;87220;271814;2;18392;26387;31.400;36.784
UPJOHN;;JOLIAN X 28 COMP;18072;0;2;5178;10000;11.900;10.356
UPJOHN;;LYSOFORM SP.BEBE 270 GR;18079;0;1;1834;2521;3.000;1.834
UPJOHN;;TENA PANTS MAX.ABS. M X 10UN;18080;0;1;8329;10840;12.900;8.329
VALMA;;CASEN ENEMA ADUL. 1X 133ML;31083;0;5;1539;4202;5.000;7.695
VALMA;;SALES DE REH.90 MEQ /SODIO  ORAL 1 LT;31078;0;16;302;1429;1.700;4.832
VALMA;;SALES REHI.TRO ADULTOS;31014;271018;28;203;655;780;5.684
VALMA;;SUPOSITORIO INFANTIL 1GMX20;31072;199280;7;1725;2479;2.950;12.075
VALMA;0021 ANTIDIARREICOS (Trat.Diarrea);CARBON SULFA 20 COM.BADEN;31012;199400;19;942;1513;1.800;17.898
VALMA;0025 LAXANTES;ACEITE RICINO FRUTA 20 ML;31076;31037;6;913;1681;2.000;5.478
VALMA;0025 LAXANTES;ACEITE RICINO PURO 20ml.V;31021;31035;12;983;2017;2.400;11.796
VALMA;0025 LAXANTES;SUP. GLICERINA 3GR. AD. X 20;31073;199278;11;1844;2479;2.950;20.284
VALMA;0044 ANALG TOPICOS;POMADA ALCANFORADA  30GR.*;31068;199090;8;1104;1672;1.990;8.832
VALMA;0045 ANESTESICOS LOCALES;GELCAIN 30GR.2% GEL ORAL;31056;0;4;1490;2941;3.500;5.960
VALMA;0056 ANTIPARASITARIOS TOPICOS;POMADA AZUFR.6% 50GR.VALM;31011;199238;9;893;1597;1.900;8.037
VALMA;0061 BALSAMO LABIAL;MANTECA CACAO FRUT.;31067;199303;13;529;1176;1.400;6.877
VALMA;0071 ENDULZANTES;SACARINA 20MG.X300COM.VAL;31004;0;1;486;1092;1.300;486
VALMA;0106 DESINFECTANTE TOPICO;AZUL DE METILENO 20ML.  *;31057;199022;12;1080;1681;2.000;12.960
VALMA;0158 SUPLEMENTOS DIETARIOS;VITAMINA C 100MG X 10UN(TIRA);31066;199102;100;62;168;200;6.200
VALMA;0233 RECETARIO FARMACIA;VASELINA LIQ. VALMA 200ML.;31070;31025;6;1725;2941;3.500;10.350
VALMA;0234 Antibacterianos Topicos;MUPAX CR. TOP. 2% 15GR;31081;0;1;5534;9202;10.950;5.534
VARIOS;;;54356;0;-1;100;126;150;-100
VARIOS;; CEPILLO.DEN.KIDS F.SET +6;54478;0;28;142;588;700;3.976
VARIOS;;ALCOHOL GEL SANTEPHARMA 60 ML;54623;0;1;590;840;1.000;590
VARIOS;;AXE.DES.SP.SECO BLACKX 152ML;54610;0;19;1493;2437;2.900;28.367
VARIOS;;BABY SEC PREMIUM TOALLA HUMEDA X 70 UNID;54596;0;1;1523;1975;2.350;1.523
VARIOS;;BABYLAND CEL. 210 ML;54342;0;5;1210;2143;2.550;6.050
VARIOS;;BABYSEC PRE. X 45UN;54548;0;5;1422;2185;2.600;7.110
VARIOS;;BENTLEY HOT 50GR;54470;0;3;2026;5798;6.900;6.078
VARIOS;;BENTLY ICE 50GR;54469;0;5;2004;5000;5.950;10.020
VARIOS;;BILSTEX MINT X 25 GR;54318;0;1;1254;2269;2.700;1.254
VARIOS;;BISOPRIL 2.5 MG X 30 COMP.;54617;0;2;5556;9160;10.900;11.112
VARIOS;;BLISTEX BAL. LAB. F50+ULTRA;54386;0;2;1121;2101;2.500;2.242
VARIOS;;BLISTEX BAL.LAB. F15 BERRY;54387;0;3;1104;2101;2.500;3.312
VARIOS;;BLISTEX BAL.LAB. F15 CLASS;54388;0;7;1261;2101;2.500;8.827
VARIOS;;BUBU 2EN1 JAB-SH. 400ML;54497;0;4;1082;1933;2.300;4.328
VARIOS;;BUBU ABS.LECHE X 60 UN.;54289;0;5;2290;3866;4.600;11.450
VARIOS;;BUBU ABSOB.ANAT. LECHE X 30;54427;0;7;1314;3109;3.700;9.198
VARIOS;;BUBU ASPIRADOR NASAL;54523;0;6;1494;2605;3.100;8.964
VARIOS;;BUBU TOA.HUM C/ACE.EMU 80X2;54399;0;13;1467;2773;3.300;19.071
VARIOS;;CALCIO + VIT D 30 COMP;54422;0;1;1899;4034;4.800;1.899
VARIOS;;CHUO.STAND. PERIST L-9+ X 2UN PIGEON;54614;0;1;2719;3824;4.550;2.719
VARIOS;;CHUP.STAND.PERIST M4+ X 2UN PIGEON;54615;0;2;2699;3782;4.500;5.398
VARIOS;;COLONIA INGLESA 1000 ML  ELITE;54622;0;1;3484;5462;6.500;3.484
VARIOS;;COTIDIAN PLUS G X 20UN;54626;0;2;13993;18277;21.750;27.986
VARIOS;;ELECTROLIT BLUE RASP X 625ML;54638;0;6;1310;2269;2.700;7.860
VARIOS;;EMU BABY  PAÑAL PREMIUM  TALLA P X 22;54624;0;6;2490;3529;4.200;14.940
VARIOS;;EMU BABY PREM. G X 18UN;54634;0;3;2490;3613;4.300;7.470
VARIOS;;EMU BABY PREM. M X 22UN;54635;0;7;2404;3697;4.400;16.828
VARIOS;;F. SET SEDA DENTAL 2*1;54334;0;1;1070;2521;3.000;1.070
VARIOS;;F.SET APOS.TRANS+PAD X 3;54528;0;9;1125;1849;2.200;10.125
VARIOS;;F.SET PAÑAL CLAS. GX 8UN.;54526;0;6;2850;6134;7.300;17.100
VARIOS;;F.SET TERMO.GIG.PTA.FLEX;54509;0;6;1870;3529;4.200;11.220
VARIOS;;FAMILY SET TALCO PIES X 200GRS.;54268;0;9;791;2101;2.500;7.119
VARIOS;;GASA PARAFINADA ESTERIL 10 X 10 CM 1 UNID;54628;0;9;304;1092;1.300;2.736
VARIOS;;GLIFORTEX XR 500 MG X 30 COMP.;54621;0;2;4665;6723;8.000;9.330
VARIOS;;GORROS C/ ELASTICO DESECHABLE 1;54475;0;156;21;168;200;3.276
VARIOS;;GUANTES NITRILO TALLA L X 100 UNID;54629;0;1;2290;3361;4.000;2.290
VARIOS;;H & S SH. 3 EN 1 X 375 ML;54357;0;1;2437;3487;4.150;2.437
VARIOS;;H & S SH. MANZ. FRESH X 375 ML;54358;0;6;2690;3571;4.250;16.140
VARIOS;;H&S SH. 2EN1 LIMPIEZA RENOVADORA 375 ML;54324;0;6;2507;4118;4.900;15.042
VARIOS;;H&S SH. ANTICAIDA 375 ML;54325;0;-1;2760;3613;4.300;-2.760
VARIOS;;HEAD & S  LIMP.RENOV. 180ML;54396;0;2;1005;1513;1.800;2.010
VARIOS;;ILICIT OLEO PERF.ARGAN X 115ML;54636;0;7;3325;4622;5.500;23.275
VARIOS;;JABON AG/COCO C/VAL X 500ML;54611;0;1;1475;2101;2.500;1.475
VARIOS;;K TAPE VERDE 20 TIRAS RECOVERY;54631;0;3;3273;5546;6.600;9.819
VARIOS;;LADYSOFT NORMAL SUAVE C/A X 16;54619;0;6;1217;1975;2.350;7.302
VARIOS;;MASCARILLA QUIRURGICA MUNCARE X 50 UNID;54632;0;3;1269;2437;2.900;3.807
VARIOS;;MAYBE.DEL.OJO.BLACK 10ML;54595;0;4;2751;3866;4.600;11.004
VARIOS;;NOSOT.P/DIAR T/SUAVE X 40;54443;0;1;1314;1849;2.200;1.314
